cg08920252,0.9032324670159808
cg03512248,0.6220932352951776
cg27141517,0.652535633602907
cg11138547,0.8341865443971327
cg22540532,0.7148045102799695
cg11939346,0.8044679534659539
cg12150256,0.6768552338222257
cg00923259,0.9077747350012971
cg11170956,0.8896228251272822
cg09034795,0.8978052101744457
cg08924415,0.7175415223178383
cg21627187,0.9203651924944304
cg04791256,0.6408175300929302
cg09216143,0.8511559096086904
cg06984176,0.8409385337216072
cg17016101,0.7740269946518998
cg06550165,0.8272980488954154
cg26620655,0.8174048883349528
cg27417578,0.7579640439013631
cg13325417,0.7495452393416278
cg19254176,0.9131036581487156
cg01860957,0.8053047527854084
cg25541528,0.6990157409250757
cg00347863,0.797922237813003
cg23597015,0.7584155231619937
cg16277139,0.9641232800496304
cg02410867,0.7613134270841531
cg15190451,0.8010460204121019
cg14645721,0.8682454549827278
cg16878595,0.9117463487293025
cg24075326,0.8117184244220575
cg16858253,0.7849751866246305
cg14583973,0.8054067389439633
cg27165836,0.6900241221521236
cg18964375,0.6370658383899338
cg10997348,0.7954687739202547
cg09407273,0.939003963632036
cg07472199,0.8527813111227913
cg14080298,0.6704154830778406
cg18736676,0.8255453849043201
cg00807389,0.7509473439373283
cg23843180,0.6695437561155452
cg09541794,0.9414735543652449
cg03385495,0.8045735960190142
cg18155888,0.6956320834891764
cg23079012,0.8763784260449885
cg03983058,0.7961969475382517
cg08274876,0.9662720873050797
cg07537896,0.7571813795818675
cg02064366,0.9095410530567563
cg26684581,0.8903327131661634
cg04725426,0.8379755196174289
cg05768047,0.7888530113234997
cg09975219,0.8964070591895044
cg04062717,0.7136519713489096
cg04864152,0.8691949112240952
cg03803796,0.7782058066743931
cg06100324,0.72765838217494
cg26130864,0.6817836261670097
cg01342115,0.6427096888055587
cg08504029,0.836781801033018
cg00775906,0.9730208979446829
cg09915729,0.8086564153845106
cg01860189,0.8355435689371733
cg02450124,0.875447431858762
cg25136988,0.7111417254676946
cg00801339,0.7490091958422125
cg26360953,0.5970404343642419
cg03187713,0.8674761218189897
cg13221899,0.8928273470092654
cg00950706,0.8818624023931296
cg09989847,0.6027219211595249
cg12411917,0.836689287550229
cg22618924,0.7158589755266812
cg11692031,0.9562339017368485
cg17040483,0.9087131730735561
cg02663137,0.8161786654133613
cg02454028,0.9428406942430376
cg23563866,0.7447698547592758
